factor_id,metric_id,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,gdp,population,income_composition_resources
2166,2166,1.79,503.5881956,89,0,7.1,89,5.61,88,2892.52,11689,0.695
2167,2167,0.01,97.87193319,75,0,77.1,79,1.21,75,1684.54,11458,0.597
2168,2168,0,0,82,0,77.6,8,,78,1424.48,11247,0.586
2169,2169,1.24,40.49128897,93,0,65.5,91,4.75,91,263.27,9882,0.676
2170,2170,6.5,6369.516139,0,19,55.7,98,8.95,98,46256.47,9855,0.892
2171,2171,0.46,167.6201552,83,0,74.1,74,12.23,82,1413.32,9844,0.572
2172,2172,0.48,10.6242741,67,0,71.4,61,1.39,62,113.63,9542,0
2173,2173,0.76,18.19457876,88,0,72.8,86,1.93,86,1151.56,9426,0.576
2174,2174,6.51,16.49232317,99,0,33.5,99,3.59,99,184.68,8977,0.74
2175,2175,0.45,20.86878709,25,24,3.9,88,7.72,88,147.59,8942,0.416
2176,2176,0.01,177.2633961,99,0,34.8,98,4.8,98,12845.17,8833,0.755
2177,2177,2.69,4279.895512,97,50,64.2,96,7.89,96,36393.67,8595,0.891
2178,2178,8.12,916.4741775,99,1,31.2,99,3.3,99,12154.83,8533,0.733
2179,2179,0.65,35.09462644,0,210,42.1,75,4.67,76,655.97,8486,0.636
2180,2180,0.46,11.07543331,9,0,67.9,9,8.12,9,796.79,8446,0
2181,2181,0,0,96,80,64.9,95,,95,35729.37,8381,0.898
2182,2182,0.62,8.59680496,5,827,44.2,78,7.92,77,145.22,8365,0.668
2183,2183,1.06,30.46451811,47,1446,14.5,61,4.69,5,243.33,8149,0.362
2184,2184,6.72,643.7035752,96,0,27.6,96,4.45,96,7663.14,8122,0.714
2185,2185,2.78,3830.184587,97,211,63.8,94,7.73,94,32569.60,7915,0.889
2186,2186,1.15,10.73628066,75,262,2.1,74,4.56,72,583.49,7754,0.423
2187,2187,0.38,2.626234903,88,3,34.1,76,5.7,83,44.29,7557,0.579
2188,2188,2.23,33.58620657,96,9,61.1,94,7.38,95,2195.18,7537,0.87
2189,2189,7.56,536.2332523,93,0,43.2,93,6.8,93,3439.60,7491,0.624
2190,2190,0.23,289.8524057,95,10,21.1,95,4.73,95,2458.46,7451,0.572
2191,2191,0.01,61.57443584,88,0,23.2,85,6.51,87,834.34,7415,0.49
2192,2192,2.47,471.5533294,99,931,62.1,94,7.33,94,29657.44,7388,0.877
2193,2193,2.33,4.3451016,99,539,61.6,95,7.37,95,258.64,7181,0.872
2194,2194,2.41,250.9343317,96,2,6.6,95,7.44,93,2611.18,6931,0.866
2195,2195,2.9,398.6058322,9,0,48.6,9,7.3,9,2632.80,6775,0.636
2196,2196,0.01,274.5472605,0,0,51.9,0,7.32,0,1627.43,6495,0
2197,2197,6.61,9.696689164,0,18363,12.8,71,4.98,8,136.00,6476,0.268
2198,2198,2.53,22.27332618,96,19,58.7,93,7.61,92,236.20,6439,0.85
2199,2199,2.53,199.9341033,98,36,58.3,93,7.13,93,2152.14,6289,0.845
2200,2200,6.56,666.7374371,91,5,59.7,95,6.92,95,7318.74,6279,0.792
2201,2201,0.01,648.1331781,9,0,6.2,94,7.25,94,6586.72,6261,0.797
2202,2202,4.72,685.0299083,84,0,52.6,84,5.92,84,5761.40,5975,0.684
2203,2203,0.14,8.574029812,89,756,14.4,88,5.91,88,87.94,5896,0
2204,2204,5.07,4.409153436,9,0,28.2,9,4.6,9,367.43,5867,0.632
2205,2205,2.35,37.88466056,97,0,43.4,97,1.88,96,436.46,5795,0
2206,2206,4.52,72.800168,84,0,51.8,84,6.22,84,527.92,5437,0.678
2207,2207,6.78,273.5758769,0,0,39.1,86,8.1,86,1545.63,5327,0.625
2208,2208,0.01,325.6298627,94,0,29.7,93,4.29,93,3558.80,5216,0.643
2209,2209,3.51,22.35595448,87,0,43.5,89,5.26,87,143.68,5175,0.57
2210,2210,6.96,622.043809,76,830,42.9,73,7.93,74,4863.52,4718,0.611
2211,2211,2.33,130.3784829,96,11,38.7,99,3.34,98,967.92,4612,0
2212,2212,8.84,2380.699796,86,1,65.6,83,8.93,85,16671.57,4538,0.809
2213,2213,11.59,167.2319899,0,2,57.5,96,6.89,96,1224.25,4442,0.777
2214,2214,13.11,1116.396502,0,54,56.9,96,6.56,96,9365.74,4439,0.771
2215,2215,12.56,2019.812779,95,0,58.7,96,7.44,96,13546.70,4436,0.793
2216,2216,12.73,649.3909871,0,9,54.7,94,7.66,93,4919.63,4426,0.739
2217,2217,13.14,8246.130437,77,0,54,99,7.48,99,48736.00,4363,0.848
2218,2218,2.72,60.55818291,51,199,47,89,8.72,84,779.38,4357,0.677
2219,2219,3.74,7.132564768,64,6847,48.1,66,8.53,78,127.37,4245,0.694
2220,2220,6.18,110.1138286,84,334,49.2,89,8.39,88,1872.68,4136,0.714
2221,2221,5.59,134.3547253,0,2,62.3,94,6.83,94,1139.57,3987,0.779
2222,2222,6.66,18.5314303,54,23,51.3,93,1.19,88,276.59,3978,0.734
2223,2223,7.24,194.1732658,95,22,52,88,1.5,92,2964.48,3926,0.738
2224,2224,8.14,198.94876,89,64,52.8,88,9.38,94,3725.63,3875,0.742
2225,2225,7.71,158.2576025,92,31,53.6,93,8.57,92,4142.87,3825,0.749
2226,2226,5.91,180.3787034,96,7872,54.4,94,7.25,93,4274.38,3776,0.755
2227,2227,5.16,8.240355867,94,166,51.5,95,8.37,95,418.29,3774,0.703
2228,2228,6.13,221.482875,91,3188,55.3,91,7.42,91,4429.66,3727,0.759
2229,2229,3.81,97.74087744,91,1783,48.4,93,5.5,91,1191.96,3612,0.668
2230,2230,0.01,43.5240801,62,1317,58.5,67,5.54,64,673.75,3568,0.658
2231,2231,3.73,104.5169157,96,16,46.9,98,6.3,98,1453.64,3511,0.67
2232,2232,5.82,482.8039445,94,0,62.9,94,8.68,94,16881.26,3485,0.788
2233,2233,0,0,99,1568,23.4,99,,99,3844.89,2966,0.764
2234,2234,5.14,412.4433563,99,9,55.8,99,5.59,99,4247.61,2941,0.752
2235,2235,0.88,337.2942846,61,3,44.9,67,3.87,68,1886.43,2937,0
2236,2236,2.37,42.7308283,99,1686,22.7,99,3.5,99,382.55,2771,0.76
2237,2237,2.56,41.62053588,99,2107,21.9,99,3.68,99,361.29,2585,0.757
2238,2238,11.14,2503.714258,0,0,54.1,95,8.5,95,18169.19,2474,0.853
2239,2239,2.8,20.76877311,99,51,21.2,99,3.21,99,335.52,2425,0.752
2240,2240,3.03,20.83302367,99,60,2.5,99,3.28,99,322.99,2271,0.746
2241,2241,2.31,191.7267589,99,79,19.8,99,3.43,99,2819.51,2119,0.739
2242,2242,1.69,72.4280894,32,65,15.6,98,3.95,99,989.45,1983,0.697
2243,2243,1.96,120.2471713,98,0,17.2,98,4.6,98,1448.76,1952,0.718
2244,2244,5.52,131.0421269,88,37,26.7,87,5.16,85,1325.00,1893,0.502
2245,2245,0.01,78.28120317,9,0,79.3,9,16.61,9,3542.14,1819,NULL
2246,2246,5.69,7.495401346,96,0,27.7,96,5.44,96,134.33,1788,0.546
2247,2247,0.42,8.936064632,0,2,15.4,37,3.91,25,66.24,1679,0.306
2248,2248,0.54,162.2903711,86,0,74.6,84,12.24,86,1297.29,1568,0.576
2249,2249,1.08,4.783805563,84,0,72.1,86,4.67,84,37.85,1364,0.703
2250,2250,6.9,863.0061491,0,450,26.9,98,9.58,97,4457.68,1287,0.879
2251,2251,2.91,106.3590358,7,58341,21.9,86,4.79,86,1148.59,1284,0.6
2252,2252,7.29,6599.995239,0,0,25.4,97,8.25,98,35275.23,1281,0.877
2253,2253,2.95,0.108055973,99,12,3.7,99,5.29,99,8.38,1254,0.74
2254,2254,13.03,1586.724172,88,0,54.8,98,6.42,98,23932.49,1141,0.823
2255,2255,1.57,689.9440223,89,0,69.4,9,6.52,89,2594.75,1141,0.694
2256,2256,8.12,102.373909,99,10,3.7,99,3.73,99,1214.40,846,0.728
2257,2257,0.21,302.667579,96,7,18.8,96,6.58,96,1795.18,795,0
2258,2258,2.23,1895.342792,99,116,6.1,95,7.35,95,19888.17,689,0.863
2259,2259,2.47,1701.195787,98,2,59.2,91,7.49,9,18431.16,657,0.855
2260,2260,8.65,106.164686,94,44,49.9,88,8.17,98,2492.13,482,0.722
2261,2261,11.83,1555.651986,0,1,58.1,96,6.95,96,11363.42,444,0.783
2262,2262,13.78,93.67706503,0,19,56.3,95,6.35,94,785.88,444,0.765
2263,2263,13.39,11.63615139,0,6,55.8,95,6.19,95,653.72,444,0.759
2264,2264,13.15,650.9567981,0,8,55.2,94,7.16,94,5245.42,444,0.749
2265,2265,3.36,70.54185252,48,216,47.5,74,8.49,75,928.18,431,0.684
2266,2266,4.7,9.444875415,79,1356,48.6,82,8.6,82,153.58,419,0.703
2267,2267,0.01,1626.591186,99,0,25.1,99,11.16,99,7112.34,393,0.683
2268,2268,0.01,1259.940376,99,0,24.1,99,9.16,99,6541.75,385,0.675
2269,2269,1.92,1079.893546,96,0,23.1,96,8.11,96,6497.55,377,0.663
2270,2270,1.83,91.13971812,97,0,22.1,97,7.93,96,633.79,367,0.653
2271,2271,1.76,1077.712092,98,0,2.3,98,9.3,98,5828.62,362,0.641
2272,2272,1.78,6.491488598,98,20,19.5,98,6.64,98,52.86,349,0.632
2273,2273,1.62,659.8499118,98,47,18.7,98,7.37,98,4428.52,333,0.622
2274,2274,1.47,620.9518909,98,1395,18,98,9.52,98,3488.49,321,0.625
2275,2275,1.6,611.9093566,97,37,17.3,96,5.89,96,3853.33,312,0.617
2276,2276,1.95,4.299053392,98,926,16.2,98,5.78,98,32.37,297,0.597
2277,2277,1.98,41.30688803,98,0,15.6,97,5.84,98,298.68,292,0.587
2278,2278,0,344.6906308,99,0,83.3,99,9.27,99,1932.12,292,0.779
2279,2279,1.83,300.1621026,96,20,15.2,98,8,98,2183.00,286,0.577
2280,2280,1.8,423.2953509,9,0,68.6,91,4.87,9,2284.38,146,0.693
2281,2281,1.1,569.6255035,84,0,71.5,88,5.13,86,3392.65,135,0.698
2282,2282,10.78,19.22023996,0,0,61.7,99,7.85,99,1325.53,123,0.817
2283,2283,7.17,151.762567,89,56,5.5,9,8.99,92,3174.95,43,0.735
2284,2284,0.01,2051.748615,99,0,26.2,99,13.73,99,7716.24,41,0.693
2285,2285,1.59,100.503021,98,6,21.2,98,9.22,98,597.17,36,0.651
2286,2286,1.75,491.4978908,98,75,16.7,98,5.9,98,3432.25,34,0.601
2287,2287,0,0,99,0,47.7,86,,99,13566.95,NULL,0.784
2288,2288,8.56,2422.999774,99,0,47,96,5.54,99,12888.30,NULL,0.782
2289,2289,8.58,1991.430372,99,0,46.4,98,5.33,99,12224.86,NULL,0.781
2290,2290,8.18,2156.229842,98,0,45.7,97,5.39,98,12565.44,NULL,0.778
2291,2291,7.84,1810.875316,99,0,45.1,99,5.65,99,11929.35,NULL,0.782
2292,2292,7.84,1983.956937,98,0,44.4,99,5.63,98,12126.88,NULL,0.783
2293,2293,7.82,149.3587355,98,0,43.8,98,4.86,99,1312.47,NULL,0.788
2294,2294,8.27,180.7762695,98,0,43.2,99,4.69,99,1473.32,NULL,0.786
2295,2295,8.64,257.9665308,97,0,42.6,98,4.27,99,14252.29,NULL,0.781
2296,2296,8.93,216.3146941,99,0,42,99,4.34,99,12724.39,NULL,0.773
2297,2297,8.15,1455.608186,99,0,41.4,98,4.41,99,11371.94,NULL,0
2298,2298,7.28,22.86295206,97,0,4.8,97,4.21,97,1352.84,NULL,0
2299,2299,7.16,1158.065259,99,0,4.1,99,4.53,99,9739.83,NULL,0
2300,2300,7.21,927.4075855,99,0,39.5,93,4.41,98,9386.72,NULL,0
2301,2301,7.51,163.7676978,96,0,38.9,99,4.48,97,9358.15,NULL,0
2302,2302,7.27,1127.74347,0,0,38.2,96,4.13,95,9875.16,NULL,0
2303,2303,0,0,95,0,64.5,95,,95,NULL,NULL,0.79
2304,2304,9.45,0,96,0,63.8,96,7.74,96,NULL,NULL,0.789
2305,2305,9.42,0,97,0,63.2,97,7.5,97,NULL,NULL,0.79
2306,2306,9.5,0,96,0,62.6,99,7.43,98,NULL,NULL,0.789
2307,2307,9.34,0,95,0,62,97,7.63,98,NULL,NULL,0.788
2308,2308,9.19,0,98,0,61.3,97,7.44,99,NULL,NULL,0.788
2309,2309,9.29,0,95,0,6.7,97,7.43,96,NULL,NULL,0.791
2310,2310,10.15,0,9,0,6.1,93,7.3,93,NULL,NULL,0.791
2311,2311,10.75,0,93,0,59.4,95,7.8,95,NULL,NULL,0.79
2312,2312,11.07,0,96,0,58.7,94,6.93,95,NULL,NULL,0.788
2313,2313,10.49,0,93,0,58.1,93,5.95,93,NULL,NULL,0.786
2314,2314,10.1,0,93,0,57.4,92,6.2,93,NULL,NULL,0.784
2315,2315,10.68,0,88,0,56.7,93,5.62,92,NULL,NULL,0.783
2316,2316,10.85,0,89,0,56,93,5.26,94,NULL,NULL,0.781
2317,2317,11.64,0,21,0,55.2,98,5.15,99,NULL,NULL,0.779
2318,2318,12.15,0,0,0,54.4,91,5.21,99,NULL,NULL,0
2319,2319,0,0,98,0,63.6,98,,98,22688.88,NULL,0.823
2320,2320,1.57,367.2556742,98,46,62.9,98,4.98,98,24983.38,NULL,0.82
2321,2321,1.65,3.968695982,99,0,62.2,99,4.69,99,251.18,NULL,0.815
2322,2322,1.7,2211.215778,99,0,61.5,99,4.37,99,23649.37,NULL,0.812
2323,2323,1.66,197.7734681,99,0,6.8,99,3.4,99,2281.12,NULL,0.812
2324,2324,1.93,266.7696122,99,0,6.1,99,3.64,99,2722.14,NULL,0.81
2325,2325,1.95,332.9347646,98,3,59.3,97,3.79,98,19356.67,NULL,0.814
2326,2326,2,231.5478912,97,2,58.5,97,3.17,97,2367.57,NULL,0.815
2327,2327,2,278.3602806,97,7,57.6,97,3.8,97,2977.12,NULL,0.813
2328,2328,2.1,170.7374027,98,3,56.8,98,3.8,98,1938.00,NULL,0.81
2329,2329,2.05,1553.468944,98,4,56.1,98,3.16,98,17959.18,NULL,0.806
2330,2330,2.16,1380.228095,98,11,55.6,98,3.37,98,15846.48,NULL,0.803
2331,2331,2.16,1214.558167,98,12,55.2,97,3.74,97,14221.99,NULL,0.798
2332,2332,1.99,106.4303336,98,8,55,98,3.89,98,1312.33,NULL,0.796
2333,2333,1.95,1150.418063,99,5,54.8,99,3.8,99,12868.21,NULL,0.794
2334,2334,2.15,167.7270642,97,6,54.5,97,3.51,97,13636.35,NULL,0.786
2335,2335,0,0,97,0,54.5,97,,97,15557.84,NULL,0.794
2336,2336,8.82,294.9056584,94,0,53.7,95,7.47,94,15359.67,NULL,0.793
2337,2337,8.74,263.0372838,91,0,53,91,7.57,91,15472.78,NULL,0.792
2338,2338,8.61,260.0043858,87,0,52.2,88,7.43,87,15384.87,NULL,0.785
2339,2339,8.51,173.9825629,91,0,51.4,91,6.67,91,15534.16,NULL,0.78
2340,2340,8.41,154.9630863,86,0,5.7,9,6.17,86,1595.91,NULL,0.781
2341,2341,8.46,327.1618128,93,0,49.9,93,6.21,93,16523.32,NULL,0.779
2342,2342,8.95,25.52277112,85,0,49.2,85,6.1,85,1657.32,NULL,0.775
2343,2343,8.47,1641.30981,93,0,48.4,93,5.64,93,16462.49,NULL,0.771
2344,2344,8.39,181.5000856,84,0,47.7,85,5.27,84,15646.56,NULL,0.766
2345,2345,8.01,1311.440423,92,0,46.9,91,5.38,92,14223.87,NULL,0.761
2346,2346,7.68,166.0083443,93,0,46.2,93,5.71,93,12868.86,NULL,0.757
2347,2347,7.65,13.5139917,91,0,45.4,9,5.82,89,1228.54,NULL,0.753
2348,2348,7.59,133.099491,66,0,44.6,86,5.76,87,11675.39,NULL,0.749
2349,2349,7.38,138.1664627,18,0,43.8,93,5.47,84,11513.87,NULL,0.75
2350,2350,7.43,1140.615754,0,0,43,86,5.16,93,11568.11,NULL,0.741
2351,2351,0,0,99,0,52.6,99,,99,NULL,NULL,0.671
2352,2352,3.62,0,98,0,51.9,99,6.33,98,NULL,NULL,0.666
2353,2353,3.78,0,94,0,51.2,95,5.96,94,NULL,NULL,0.661
2354,2354,3.89,0,93,0,5.6,93,5.56,93,NULL,NULL,0.655
2355,2355,3.93,0,95,0,49.9,95,5.49,95,NULL,NULL,0.649
2356,2356,3.95,0,91,0,49.3,9,5.44,91,NULL,NULL,0.643
2357,2357,3.87,0,93,0,48.6,92,5.76,93,NULL,NULL,0.636
2358,2358,3.77,0,88,0,48,87,5,88,NULL,NULL,0.632
2359,2359,3.47,0,84,0,47.3,85,4.96,84,NULL,NULL,0.626
2360,2360,3.23,0,83,0,46.7,82,5.19,83,NULL,NULL,0.625
2361,2361,2.86,0,85,0,46,84,5.67,85,NULL,NULL,0.622
2362,2362,2.66,0,84,0,45.4,84,5.22,84,NULL,NULL,0.62
2363,2363,2.37,0,8,0,44.7,82,5.3,88,NULL,NULL,0.617
2364,2364,2.26,0,77,0,44,76,6.53,77,NULL,NULL,0.61
2365,2365,2.2,0,77,0,43.3,71,6.31,71,NULL,NULL,0.607
2366,2366,2.32,0,77,122,42.6,74,5.67,75,NULL,NULL,0.6
2367,2367,0,0,99,4,41.2,99,,99,3967.90,NULL,0.864
2368,2368,0.01,269.1432784,99,1,4.2,99,2.65,99,4159.87,NULL,0.863
2369,2369,0.01,2845.306444,98,0,39.2,99,2.61,99,44597.28,NULL,0.86
2370,2370,0.01,3192.634413,99,1,38.2,99,2.3,99,47651.26,NULL,0.852
2371,2371,0.97,295.7730171,93,4,37.2,99,2.25,97,4717.27,NULL,0.846
2372,2372,0.88,2218.364226,96,0,36.2,99,2.73,95,35268.11,NULL,0.845
2373,2373,0.25,1873.686852,96,2,35.2,99,2.85,99,27965.48,NULL,0.841
2374,2374,0.67,2538.941033,96,3,34.2,97,2.23,98,37951.29,NULL,0.84
2375,2375,0.85,2048.557422,97,0,33.2,95,2.32,99,32672.37,NULL,0.84
2376,2376,0.67,24.97532919,99,0,32.2,94,2.24,97,398.97,NULL,0.837
2377,2377,0.16,179.7147814,99,9,31.2,93,2.62,94,2612.13,NULL,0.834
2378,2378,0.11,1504.30004,99,16,3.1,92,3.1,92,21896.65,NULL,0.828
2379,2379,0.12,1406.51194,99,24,29.1,99,3.9,92,18555.57,NULL,0.823
2380,2380,0.13,941.7036868,99,0,28,99,3.4,94,16846.22,NULL,0.82
2381,2381,0.47,1078.66244,99,11,27,99,3.6,97,16468.13,NULL,0.819
2382,2382,0.37,11.79686108,99,42,26.1,99,3.5,99,188.45,NULL,0.818
2383,2383,0,0,83,65,28,81,,83,NULL,NULL,NULL
2384,2384,0.01,0,76,50,27.4,76,5.72,76,NULL,NULL,NULL
2385,2385,3.15,0,8,48,26.8,79,5.81,8,NULL,NULL,NULL
2386,2386,3.24,0,82,137,26.2,83,6.14,82,NULL,NULL,NULL
2387,2387,3.13,0,62,628,25.6,58,6.42,62,NULL,NULL,NULL
2388,2388,3.15,0,85,441,25,81,6.32,85,NULL,NULL,NULL
2389,2389,2.92,0,81,183,24.4,77,6.41,81,NULL,NULL,NULL
2390,2390,2.69,0,74,12,23.8,58,6.21,74,NULL,NULL,NULL
2391,2391,2.58,0,76,5,23.2,75,6.35,76,NULL,NULL,NULL
2392,2392,2.65,0,77,11,22.6,76,5.87,77,NULL,NULL,NULL
2393,2393,3.11,0,76,115,22.1,87,5.39,76,NULL,NULL,NULL
2394,2394,3.08,0,67,3466,21.5,76,5.24,67,NULL,NULL,NULL
2395,2395,3.12,0,63,4770,2.9,68,4.65,61,NULL,NULL,NULL
2396,2396,3.13,0,48,5882,2.4,7,4.47,64,NULL,NULL,NULL
2397,2397,3.15,0,1,5790,19.9,7,4.85,66,NULL,NULL,NULL
2398,2398,3.45,0,0,5729,19.4,66,6,65,NULL,NULL,NULL
2399,2399,0,0,8,1359,27.4,8,,8,NULL,NULL,0.59
2400,2400,0.01,0,9,71,26.8,9,5.15,9,NULL,NULL,0.581
2401,2401,0.01,0,85,124,26.2,85,5.9,85,NULL,NULL,0.576
2402,2402,0.01,0,62,260,25.6,61,3.98,85,NULL,NULL,0.557
2403,2403,3.82,0,7,315,25,69,2.79,82,NULL,NULL,0.558
2404,2404,3.53,0,74,4,24.5,72,2.29,74,NULL,NULL,0.548
2405,2405,3.47,0,75,1,23.9,76,2.27,78,NULL,NULL,0.545
2406,2406,2.58,0,73,2,23.3,77,2.9,79,NULL,NULL,0.527
2407,2407,2.75,0,64,84,22.8,71,2.54,72,NULL,NULL,0.517
2408,2408,2.25,0,0,126,22.3,73,2.37,73,NULL,NULL,0.507
2409,2409,2.03,0,0,146,21.7,62,2.42,62,NULL,NULL,0.496
2410,2410,2.58,0,0,3524,21.2,67,2.56,67,NULL,NULL,0.497
2411,2411,2.45,0,0,3712,2.7,5,2.61,5,NULL,NULL,0.492
2412,2412,2.55,0,0,2788,2.3,41,2.45,41,NULL,NULL,0.488
2413,2413,2.3,0,0,2152,19.8,32,2.44,31,NULL,NULL,0.487
2414,2414,2.26,0,0,1678,19.3,31,2.13,33,NULL,NULL,0.487
2415,2415,0.01,0,98,0,82.8,98,3.58,98,NULL,NULL,NULL
2416,2416,0,0,99,0,61.4,99,,99,762.26,NULL,0.773
2417,2417,4.37,13.6691019,97,0,6.7,99,11.6,99,75.52,NULL,0.772
2418,2418,4.18,95.67571176,96,0,59.9,99,9.48,99,676.15,NULL,0.773
2419,2419,4.16,742.1961992,96,0,59.2,98,8.59,99,6425.94,NULL,0.778
2420,2420,4.14,102.0645784,96,0,58.4,99,1.6,97,675.92,NULL,0.78
2421,2421,4.13,787.2808163,96,0,57.7,99,1.19,96,5676.14,NULL,0.784
2422,2422,4.01,818.8771016,96,0,56.9,99,11.78,96,5484.78,NULL,0.782
2423,2423,4.26,708.6157966,95,0,56.2,99,1.79,95,5376.45,NULL,0.771
2424,2424,4.13,750.7147641,93,0,55.4,99,1.42,93,5184.49,NULL,0.754
2425,2425,4.17,523.4724284,89,0,54.6,99,7.67,89,4669.69,NULL,0.732
2426,2426,4.48,518.9359221,95,0,53.8,99,9.39,89,3779.58,NULL,0.719
2427,2427,4.38,4.484254579,99,0,53,98,6.14,88,339.72,NULL,0.705
2428,2428,4.39,60.34145124,99,0,52.1,98,6.31,72,3192.67,NULL,0.694
2429,2429,4.1,334.7672107,98,0,51.3,98,6.5,99,2994.34,NULL,0.692
2430,2430,4.04,322.5863149,98,0,5.4,99,6.27,98,2832.19,NULL,0.686
2431,2431,3.92,49.34007756,98,0,49.4,98,6.7,95,2741.12,NULL,0.679
2432,2432,0,0,97,9,66.1,97,,97,NULL,NULL,NULL
2433,2433,12.68,0,99,222,65.6,99,7.41,97,NULL,NULL,NULL
2434,2434,12.45,0,99,15,65.1,99,7.49,98,NULL,NULL,NULL
2435,2435,12.71,0,99,22,64.5,99,7.55,99,NULL,NULL,NULL
2436,2436,12.43,0,99,17,64,99,7.5,99,NULL,NULL,NULL
2437,2437,12.69,0,99,0,63.6,99,7.43,99,NULL,NULL,NULL
2438,2438,13.23,0,99,5,63.1,99,7.85,99,NULL,NULL,NULL
2439,2439,13.25,0,99,2,62.6,99,6.82,99,NULL,NULL,NULL
2440,2440,13.43,0,99,2,62.2,99,6.52,99,NULL,NULL,NULL
2441,2441,13.03,0,98,7,61.8,98,6.69,98,NULL,NULL,NULL
2442,2442,13.19,0,99,0,61.3,96,6.93,97,NULL,NULL,NULL
2443,2443,13.24,0,98,17,6.8,96,6.9,98,NULL,NULL,NULL
2444,2444,13.01,0,92,30,6.4,97,7.13,97,NULL,NULL,NULL
2445,2445,13.47,0,86,4,59.9,97,6.8,98,NULL,NULL,NULL
2446,2446,13.36,0,0,6,59.4,97,6.42,98,NULL,NULL,NULL
2447,2447,13.22,0,0,9,59,98,6.31,98,NULL,NULL,NULL
2448,2448,0,0,96,0,32.9,99,,96,NULL,NULL,NULL
2449,2449,0.01,0,93,3,32.4,99,,93,NULL,NULL,NULL
2450,2450,3.35,0,93,0,31.8,99,,93,NULL,NULL,NULL
2451,2451,3.61,0,96,0,31.3,99,,96,NULL,NULL,NULL
2452,2452,3.39,0,94,0,3.8,99,,94,NULL,NULL,NULL
2453,2453,3.12,0,93,0,3.3,99,,93,NULL,NULL,NULL
2454,2454,3.35,0,93,0,29.7,98,,93,NULL,NULL,NULL
2455,2455,3.16,0,92,8,29.2,98,,92,NULL,NULL,NULL
2456,2456,3.13,0,92,3550,28.7,99,,92,NULL,NULL,NULL
2457,2457,3.28,0,96,0,28.2,98,,89,NULL,NULL,NULL
2458,2458,3.21,0,92,0,27.7,97,,79,NULL,NULL,NULL
2459,2459,3.13,0,98,0,27.2,99,,72,NULL,NULL,NULL
2460,2460,3.13,0,27,0,26.7,99,,68,NULL,NULL,NULL
2461,2461,3.08,0,0,0,26.2,99,,64,NULL,NULL,NULL
2462,2462,2.53,0,0,0,25.7,98,,62,NULL,NULL,NULL
2463,2463,3.52,0,0,0,25.2,93,,56,NULL,NULL,NULL
2464,2464,0,0,81,5020,21.6,78,,81,NULL,NULL,NULL
2465,2465,0.01,0,8,33711,21.1,79,4.33,8,NULL,NULL,NULL
2466,2466,0.01,0,74,88381,2.6,74,3.89,74,NULL,NULL,NULL
2467,2467,0.01,0,75,72029,2.1,76,3.77,75,NULL,NULL,NULL
2468,2468,1.82,0,74,133802,19.6,77,3.53,74,NULL,NULL,NULL
2469,2469,1.81,0,6,5407,19.1,76,4.4,6,NULL,NULL,NULL
2470,2470,2.13,0,72,57,18.6,78,5.61,72,NULL,NULL,NULL
2471,2471,2.09,0,65,12461,18.2,64,4.46,65,NULL,NULL,NULL
2472,2472,1.52,0,7,55577,17.8,72,3.61,7,NULL,NULL,NULL
2473,2473,1.53,0,0,80123,17.3,62,3.39,62,NULL,NULL,NULL
2474,2474,1.43,0,0,182485,16.9,6,3.14,6,NULL,NULL,NULL
2475,2475,1.44,0,0,44934,16.5,52,3.34,54,NULL,NULL,NULL
2476,2476,1.83,0,0,21956,16.1,47,3.2,41,NULL,NULL,NULL
2477,2477,1.85,0,0,30466,15.7,4,2.59,38,NULL,NULL,NULL
2478,2478,1.9,0,0,8072,15.3,3,2.67,3,NULL,NULL,NULL
2479,2479,1.98,0,0,8282,14.9,42,1.45,4,NULL,NULL,NULL
2480,2480,0.01,11.41955507,96,0,58.4,96,5.58,96,722.76,NULL,0.721
2481,2481,0,0,93,5432,61.1,93,,93,NULL,NULL,0.688
2482,2482,0.21,0,94,1314,6.2,94,5.64,94,NULL,NULL,0.686
2483,2483,0.21,0,97,405,59.4,97,5.46,97,NULL,NULL,0.681
2484,2484,0.23,0,93,245,58.6,93,5.29,93,NULL,NULL,0.673
2485,2485,0.22,0,96,26,57.8,96,5.4,96,NULL,NULL,0.671
2486,2486,0.22,0,97,16,57,97,4.8,97,NULL,NULL,0.665
2487,2487,0.21,0,97,608,56.2,97,5.1,97,NULL,NULL,0.659
2488,2488,0.24,0,97,668,55.5,97,4.82,97,NULL,NULL,0.651
2489,2489,0.21,0,98,1684,54.8,98,4.95,98,NULL,NULL,0.644
2490,2490,0.18,0,98,953,54.2,98,5.24,98,NULL,NULL,0.636
2491,2491,0.16,0,98,77,53.5,98,5.6,98,NULL,NULL,0.629
2492,2492,0.16,0,97,80,52.9,97,5.21,97,NULL,NULL,0.623
2493,2493,0.15,0,98,164,52.3,98,5.41,98,NULL,NULL,0.621
2494,2494,0.15,0,97,653,51.8,97,5.97,97,NULL,NULL,0.617
2495,2495,0.14,0,99,2150,51.2,99,5.75,99,NULL,NULL,0.612
2496,2496,0.14,0,98,2633,5.7,98,5.55,98,NULL,NULL,0.606
2497,2497,0,0,95,198,18.6,95,,95,NULL,NULL,0.418
2498,2498,0.01,0,94,127,18,94,3.34,94,NULL,NULL,0.416
